label,name,cluster_annotation_term_set_label,parent_term_label,parent_term_set_label,term_set_order,term_order,cluster_annotation_term_set_name,color_hex_triplet,number_of_cells,description
CS202210140_146,DLIT_145,CCN202210140_CLUS,CS202210140_477,CCN202210140_SUPC,1,8,cluster,#3B5F2C,4953,Deep-layer intratelencephalic (cluster 145)
CS202210140_147,DLIT_146,CCN202210140_CLUS,CS202210140_477,CCN202210140_SUPC,1,9,cluster,#286315,5654,Deep-layer intratelencephalic (cluster 146)
CS202210140_148,DLIT_147,CCN202210140_CLUS,CS202210140_477,CCN202210140_SUPC,1,10,cluster,#134E12,13265,Deep-layer intratelencephalic (cluster 147)
CS202210140_149,DLIT_148,CCN202210140_CLUS,CS202210140_477,CCN202210140_SUPC,1,11,cluster,#448D1C,16196,Deep-layer intratelencephalic (cluster 148)
CS202210140_150,DLIT_149,CCN202210140_CLUS,CS202210140_477,CCN202210140_SUPC,1,12,cluster,#40643A,31428,Deep-layer intratelencephalic (cluster 149)
CS202210140_151,DLIT_150,CCN202210140_CLUS,CS202210140_477,CCN202210140_SUPC,1,13,cluster,#4B8D23,12307,Deep-layer intratelencephalic (cluster 150)
CS202210140_152,DLIT_151,CCN202210140_CLUS,CS202210140_477,CCN202210140_SUPC,1,14,cluster,#4A702D,18750,Deep-layer intratelencephalic (cluster 151)
CS202210140_153,DLIT_152,CCN202210140_CLUS,CS202210140_477,CCN202210140_SUPC,1,15,cluster,#147907,6048,Deep-layer intratelencephalic (cluster 152)
CS202210140_154,Amex_153,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,0,cluster,#579C8C,2227,Amygdala excitatory (cluster 153)
CS202210140_155,Amex_154,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,1,cluster,#6EAC78,7970,Amygdala excitatory (cluster 154)
CS202210140_156,Amex_155,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,2,cluster,#748778,11716,Amygdala excitatory (cluster 155)
CS202210140_157,Amex_156,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,3,cluster,#776B7A,5433,Amygdala excitatory (cluster 156)
CS202210140_158,Amex_157,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,4,cluster,#7D9876,14855,Amygdala excitatory (cluster 157)
CS202210140_159,Amex_158,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,5,cluster,#899D68,6409,Amygdala excitatory (cluster 158)
CS202210140_160,Amex_159,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,6,cluster,#826167,2148,Amygdala excitatory (cluster 159)
CS202210140_161,Amex_160,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,7,cluster,#959E68,7244,Amygdala excitatory (cluster 160)
CS202210140_162,Amex_161,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,8,cluster,#688197,7442,Amygdala excitatory (cluster 161)
CS202210140_163,Amex_162,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,9,cluster,#909288,807,Amygdala excitatory (cluster 162)
CS202210140_164,CA13_163,CCN202210140_CLUS,CS202210140_475,CCN202210140_SUPC,1,2,cluster,#A4AD2D,492,Hippocampal CA1-3 (cluster 163)
CS202210140_165,Misc_164,CCN202210140_CLUS,CS202210140_463,CCN202210140_SUPC,1,10,cluster,#E6D024,659,Miscellaneous (cluster 164)
CS202210140_166,Misc_165,CCN202210140_CLUS,CS202210140_463,CCN202210140_SUPC,1,11,cluster,#C6C228,2064,Miscellaneous (cluster 165)
CS202210140_167,Misc_166,CCN202210140_CLUS,CS202210140_463,CCN202210140_SUPC,1,12,cluster,#B2DA0C,944,Miscellaneous (cluster 166)
CS202210140_168,Misc_167,CCN202210140_CLUS,CS202210140_463,CCN202210140_SUPC,1,13,cluster,#D6AC30,1973,Miscellaneous (cluster 167)
CS202210140_169,Misc_168,CCN202210140_CLUS,CS202210140_463,CCN202210140_SUPC,1,14,cluster,#EDBE17,631,Miscellaneous (cluster 168)
CS202210140_170,CA13_169,CCN202210140_CLUS,CS202210140_475,CCN202210140_SUPC,1,3,cluster,#82CB09,1582,Hippocampal CA1-3 (cluster 169)
CS202210140_171,Misc_170,CCN202210140_CLUS,CS202210140_463,CCN202210140_SUPC,1,15,cluster,#E0E61F,503,Miscellaneous (cluster 170)
CS202210140_172,Amex_171,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,10,cluster,#5A7AA6,332,Amygdala excitatory (cluster 171)
CS202210140_173,Amex_172,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,11,cluster,#A68C70,8592,Amygdala excitatory (cluster 172)
CS202210140_174,Amex_173,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,12,cluster,#96866A,233,Amygdala excitatory (cluster 173)
CS202210140_175,Amex_174,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,13,cluster,#988CAC,10364,Amygdala excitatory (cluster 174)
CS202210140_176,Amex_175,CCN202210140_CLUS,CS202210140_478,CCN202210140_SUPC,1,14,cluster,#929BA6,8112,Amygdala excitatory (cluster 175)
CS202210140_177,Misc_176,CCN202210140_CLUS,CS202210140_463,CCN202210140_SUPC,1,16,cluster,#F39F10,414,Miscellaneous (cluster 176)
CS202210140_178,Misc_177,CCN202210140_CLUS,CS202210140_463,CCN202210140_SUPC,1,17,cluster,#D3DC50,3941,Miscellaneous (cluster 177)
CS202210140_179,Misc_178,CCN202210140_CLUS,CS202210140_463,CCN202210140_SUPC,1,18,cluster,#CDFE2C,691,Miscellaneous (cluster 178)
CS202210140_180,CA13_179,CCN202210140_CLUS,CS202210140_475,CCN202210140_SUPC,1,4,cluster,#88AA12,8293,Hippocampal CA1-3 (cluster 179)
CS202210140_181,CA13_180,CCN202210140_CLUS,CS202210140_475,CCN202210140_SUPC,1,5,cluster,#9CDA2D,14007,Hippocampal CA1-3 (cluster 180)
CS202210140_182,CA13_181,CCN202210140_CLUS,CS202210140_475,CCN202210140_SUPC,1,6,cluster,#93FA01,6501,Hippocampal CA1-3 (cluster 181)
CS202210140_183,CA13_182,CCN202210140_CLUS,CS202210140_475,CCN202210140_SUPC,1,7,cluster,#78CD2B,7341,Hippocampal CA1-3 (cluster 182)
CS202210140_184,CA13_183,CCN202210140_CLUS,CS202210140_475,CCN202210140_SUPC,1,8,cluster,#90F91C,7853,Hippocampal CA1-3 (cluster 183)
CS202210140_185,CA13_184,CCN202210140_CLUS,CS202210140_475,CCN202210140_SUPC,1,9,cluster,#B0FA02,7778,Hippocampal CA1-3 (cluster 184)
CS202210140_186,CA13_185,CCN202210140_CLUS,CS202210140_475,CCN202210140_SUPC,1,10,cluster,#86AB24,561,Hippocampal CA1-3 (cluster 185)
CS202210140_187,CA13_186,CCN202210140_CLUS,CS202210140_475,CCN202210140_SUPC,1,11,cluster,#79E80F,6000,Hippocampal CA1-3 (cluster 186)
CS202210140_188,CA13_187,CCN202210140_CLUS,CS202210140_475,CCN202210140_SUPC,1,12,cluster,#89B025,5797,Hippocampal CA1-3 (cluster 187)
CS202210140_189,CA13_188,CCN202210140_CLUS,CS202210140_475,CCN202210140_SUPC,1,13,cluster,#A2CB17,1458,Hippocampal CA1-3 (cluster 188)
CS202210140_190,CA13_189,CCN202210140_CLUS,CS202210140_475,CCN202210140_SUPC,1,14,cluster,#BFD316,349,Hippocampal CA1-3 (cluster 189)
CS202210140_191,CA4_190,CCN202210140_CLUS,CS202210140_479,CCN202210140_SUPC,1,0,cluster,#9E0B66,336,Hippocampal CA4 (cluster 190)
CS202210140_192,CA4_191,CCN202210140_CLUS,CS202210140_479,CCN202210140_SUPC,1,1,cluster,#B90B97,486,Hippocampal CA4 (cluster 191)
CS202210140_193,CA4_192,CCN202210140_CLUS,CS202210140_479,CCN202210140_SUPC,1,2,cluster,#E52180,1635,Hippocampal CA4 (cluster 192)
CS202210140_194,CA4_193,CCN202210140_CLUS,CS202210140_479,CCN202210140_SUPC,1,3,cluster,#950C92,1343,Hippocampal CA4 (cluster 193)
CS202210140_195,CA4_194,CCN202210140_CLUS,CS202210140_479,CCN202210140_SUPC,1,4,cluster,#A206AB,551,Hippocampal CA4 (cluster 194)
CS202210140_196,CA4_195,CCN202210140_CLUS,CS202210140_479,CCN202210140_SUPC,1,5,cluster,#AC117A,2159,Hippocampal CA4 (cluster 195)
CS202210140_197,CA4_196,CCN202210140_CLUS,CS202210140_479,CCN202210140_SUPC,1,6,cluster,#960F74,1360,Hippocampal CA4 (cluster 196)
CS202210140_198,CA4_197,CCN202210140_CLUS,CS202210140_479,CCN202210140_SUPC,1,7,cluster,#C22185,2367,Hippocampal CA4 (cluster 197)
CS202210140_199,CA4_198,CCN202210140_CLUS,CS202210140_479,CCN202210140_SUPC,1,8,cluster,#C93083,417,Hippocampal CA4 (cluster 198)
CS202210140_200,DG_199,CCN202210140_CLUS,CS202210140_480,CCN202210140_SUPC,1,0,cluster,#062463,1365,Hippocampal dentate gyrus (cluster 199)
CS202210140_201,DG_200,CCN202210140_CLUS,CS202210140_480,CCN202210140_SUPC,1,1,cluster,#134172,23293,Hippocampal dentate gyrus (cluster 200)
CS202210140_202,DG_201,CCN202210140_CLUS,CS202210140_480,CCN202210140_SUPC,1,2,cluster,#063981,18996,Hippocampal dentate gyrus (cluster 201)
CS202210140_203,DG_202,CCN202210140_CLUS,CS202210140_480,CCN202210140_SUPC,1,3,cluster,#162C80,398,Hippocampal dentate gyrus (cluster 202)
CS202210140_204,DG_203,CCN202210140_CLUS,CS202210140_480,CCN202210140_SUPC,1,4,cluster,#070F96,8378,Hippocampal dentate gyrus (cluster 203)
CS202210140_205,DG_204,CCN202210140_CLUS,CS202210140_480,CCN202210140_SUPC,1,5,cluster,#1D2898,9290,Hippocampal dentate gyrus (cluster 204)
CS202210140_206,DG_205,CCN202210140_CLUS,CS202210140_480,CCN202210140_SUPC,1,6,cluster,#094D8E,5813,Hippocampal dentate gyrus (cluster 205)
CS202210140_207,MSN_206,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,0,cluster,#3927D2,172,Medium spiny neuron (cluster 206)
CS202210140_208,MSN_207,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,1,cluster,#6103DF,20569,Medium spiny neuron (cluster 207)
CS202210140_209,MSN_208,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,2,cluster,#7E40D0,13170,Medium spiny neuron (cluster 208)
CS202210140_210,MSN_209,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,3,cluster,#782DD6,11410,Medium spiny neuron (cluster 209)
CS202210140_211,MSN_210,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,4,cluster,#841BC5,10299,Medium spiny neuron (cluster 210)
CS202210140_212,MSN_211,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,5,cluster,#8322F1,9093,Medium spiny neuron (cluster 211)
CS202210140_213,MSN_212,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,6,cluster,#A505BF,6867,Medium spiny neuron (cluster 212)
CS202210140_214,MSN_213,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,7,cluster,#673ED0,13450,Medium spiny neuron (cluster 213)
CS202210140_215,MSN_214,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,8,cluster,#9641E1,14016,Medium spiny neuron (cluster 214)
CS202210140_216,MSN_215,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,9,cluster,#413EE0,16654,Medium spiny neuron (cluster 215)
CS202210140_217,MSN_216,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,10,cluster,#B529DB,5720,Medium spiny neuron (cluster 216)
CS202210140_218,MSN_217,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,11,cluster,#A333FB,7260,Medium spiny neuron (cluster 217)
CS202210140_219,MSN_218,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,12,cluster,#7404BA,6712,Medium spiny neuron (cluster 218)
CS202210140_220,MSN_219,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,13,cluster,#5C01B1,8342,Medium spiny neuron (cluster 219)
CS202210140_221,MSN_220,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,14,cluster,#6D3FE5,391,Medium spiny neuron (cluster 220)
CS202210140_222,MSN_221,CCN202210140_CLUS,CS202210140_481,CCN202210140_SUPC,1,15,cluster,#6A48EA,2571,Medium spiny neuron (cluster 221)
CS202210140_223,EMSN_222,CCN202210140_CLUS,CS202210140_482,CCN202210140_SUPC,1,0,cluster,#40C53A,2826,Eccentric medium spiny neuron (cluster 222)
CS202210140_224,EMSN_223,CCN202210140_CLUS,CS202210140_482,CCN202210140_SUPC,1,1,cluster,#1FDC27,2239,Eccentric medium spiny neuron (cluster 223)
CS202210140_225,EMSN_224,CCN202210140_CLUS,CS202210140_482,CCN202210140_SUPC,1,2,cluster,#46DD64,4297,Eccentric medium spiny neuron (cluster 224)
CS202210140_226,EMSN_225,CCN202210140_CLUS,CS202210140_482,CCN202210140_SUPC,1,3,cluster,#25AF5B,2296,Eccentric medium spiny neuron (cluster 225)
CS202210140_227,EMSN_226,CCN202210140_CLUS,CS202210140_482,CCN202210140_SUPC,1,4,cluster,#1FB24C,5927,Eccentric medium spiny neuron (cluster 226)
CS202210140_228,EMSN_227,CCN202210140_CLUS,CS202210140_482,CCN202210140_SUPC,1,5,cluster,#16D868,359,Eccentric medium spiny neuron (cluster 227)
CS202210140_229,EMSN_228,CCN202210140_CLUS,CS202210140_482,CCN202210140_SUPC,1,6,cluster,#56D844,3227,Eccentric medium spiny neuron (cluster 228)
CS202210140_230,EMSN_229,CCN202210140_CLUS,CS202210140_482,CCN202210140_SUPC,1,7,cluster,#0ED254,1857,Eccentric medium spiny neuron (cluster 229)
CS202210140_231,EMSN_230,CCN202210140_CLUS,CS202210140_482,CCN202210140_SUPC,1,8,cluster,#0CE038,3123,Eccentric medium spiny neuron (cluster 230)
CS202210140_232,EMSN_231,CCN202210140_CLUS,CS202210140_482,CCN202210140_SUPC,1,9,cluster,#3ADA4D,2372,Eccentric medium spiny neuron (cluster 231)
CS202210140_233,EMSN_232,CCN202210140_CLUS,CS202210140_482,CCN202210140_SUPC,1,10,cluster,#16B548,3682,Eccentric medium spiny neuron (cluster 232)
CS202210140_234,EMSN_233,CCN202210140_CLUS,CS202210140_482,CCN202210140_SUPC,1,11,cluster,#25C953,3128,Eccentric medium spiny neuron (cluster 233)
CS202210140_235,EMSN_234,CCN202210140_CLUS,CS202210140_482,CCN202210140_SUPC,1,12,cluster,#14DC54,3211,Eccentric medium spiny neuron (cluster 234)
CS202210140_236,Splat_235,CCN202210140_CLUS,CS202210140_483,CCN202210140_SUPC,1,0,cluster,#3DF1DF,3850,Splatter (cluster 235)
CS202210140_237,MGE_236,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,0,cluster,#A1EE31,4303,MGE interneuron (cluster 236)
CS202210140_238,Splat_237,CCN202210140_CLUS,CS202210140_483,CCN202210140_SUPC,1,1,cluster,#3EDBF7,2234,Splatter (cluster 237)
CS202210140_239,Splat_238,CCN202210140_CLUS,CS202210140_483,CCN202210140_SUPC,1,2,cluster,#D2AFAC,7651,Splatter (cluster 238)
CS202210140_240,MGE_239,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,1,cluster,#95ED6B,6114,MGE interneuron (cluster 239)
CS202210140_241,MGE_240,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,2,cluster,#BBFE43,1327,MGE interneuron (cluster 240)
CS202210140_242,MGE_241,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,3,cluster,#E0DD3B,5583,MGE interneuron (cluster 241)
CS202210140_243,MGE_242,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,4,cluster,#C0C68D,15796,MGE interneuron (cluster 242)
CS202210140_244,MGE_243,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,5,cluster,#DCEA93,16126,MGE interneuron (cluster 243)
CS202210140_245,MGE_244,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,6,cluster,#F4AE67,1172,MGE interneuron (cluster 244)
CS202210140_246,MGE_245,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,7,cluster,#ACF16F,1566,MGE interneuron (cluster 245)
CS202210140_247,MGE_246,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,8,cluster,#E0B73C,2100,MGE interneuron (cluster 246)
CS202210140_248,MGE_247,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,9,cluster,#CEF799,1110,MGE interneuron (cluster 247)
CS202210140_249,MGE_248,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,10,cluster,#E3C79D,2535,MGE interneuron (cluster 248)
CS202210140_250,MGE_249,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,11,cluster,#9EEB7C,5821,MGE interneuron (cluster 249)
CS202210140_251,MGE_250,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,12,cluster,#DCC27D,16604,MGE interneuron (cluster 250)
CS202210140_252,MGE_251,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,13,cluster,#D1EDA5,16688,MGE interneuron (cluster 251)
CS202210140_253,MGE_252,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,14,cluster,#96FA54,16079,MGE interneuron (cluster 252)
CS202210140_254,MGE_253,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,15,cluster,#F3FB66,5703,MGE interneuron (cluster 253)
CS202210140_255,MGE_254,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,16,cluster,#A4F791,7539,MGE interneuron (cluster 254)
CS202210140_256,MGE_255,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,17,cluster,#CCE19F,3341,MGE interneuron (cluster 255)
CS202210140_257,MGE_256,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,18,cluster,#C0C92E,5526,MGE interneuron (cluster 256)
CS202210140_258,MGE_257,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,19,cluster,#D1CE28,12242,MGE interneuron (cluster 257)
CS202210140_259,MGE_258,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,20,cluster,#CBB579,12943,MGE interneuron (cluster 258)
CS202210140_260,MGE_259,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,21,cluster,#BFE859,17841,MGE interneuron (cluster 259)
CS202210140_261,MGE_260,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,22,cluster,#E2DF3B,6212,MGE interneuron (cluster 260)
CS202210140_262,MGE_261,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,23,cluster,#C2FB35,21457,MGE interneuron (cluster 261)
CS202210140_263,MGE_262,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,24,cluster,#FEFA29,10119,MGE interneuron (cluster 262)
CS202210140_264,MGE_263,CCN202210140_CLUS,CS202210140_484,CCN202210140_SUPC,1,25,cluster,#FBFD46,6587,MGE interneuron (cluster 263)
CS202210140_265,LLC_264,CCN202210140_CLUS,CS202210140_485,CCN202210140_SUPC,1,0,cluster,#26B976,6669,LAMP5-LHX6 and Chandelier (cluster 264)
CS202210140_266,LLC_265,CCN202210140_CLUS,CS202210140_485,CCN202210140_SUPC,1,1,cluster,#14697D,4251,LAMP5-LHX6 and Chandelier (cluster 265)
CS202210140_267,LLC_266,CCN202210140_CLUS,CS202210140_485,CCN202210140_SUPC,1,2,cluster,#09AE9C,3566,LAMP5-LHX6 and Chandelier (cluster 266)
CS202210140_268,LLC_267,CCN202210140_CLUS,CS202210140_485,CCN202210140_SUPC,1,3,cluster,#23AEA3,1018,LAMP5-LHX6 and Chandelier (cluster 267)
CS202210140_269,LLC_268,CCN202210140_CLUS,CS202210140_485,CCN202210140_SUPC,1,4,cluster,#117FAF,3843,LAMP5-LHX6 and Chandelier (cluster 268)
CS202210140_270,LLC_269,CCN202210140_CLUS,CS202210140_485,CCN202210140_SUPC,1,5,cluster,#199074,3214,LAMP5-LHX6 and Chandelier (cluster 269)
CS202210140_271,LLC_270,CCN202210140_CLUS,CS202210140_485,CCN202210140_SUPC,1,6,cluster,#06ADA7,4751,LAMP5-LHX6 and Chandelier (cluster 270)
CS202210140_272,LLC_271,CCN202210140_CLUS,CS202210140_485,CCN202210140_SUPC,1,7,cluster,#169495,4045,LAMP5-LHX6 and Chandelier (cluster 271)
CS202210140_273,LLC_272,CCN202210140_CLUS,CS202210140_485,CCN202210140_SUPC,1,8,cluster,#03977C,1960,LAMP5-LHX6 and Chandelier (cluster 272)
CS202210140_274,LLC_273,CCN202210140_CLUS,CS202210140_485,CCN202210140_SUPC,1,9,cluster,#2B8A7C,3254,LAMP5-LHX6 and Chandelier (cluster 273)
CS202210140_275,LLC_274,CCN202210140_CLUS,CS202210140_485,CCN202210140_SUPC,1,10,cluster,#028AAD,6373,LAMP5-LHX6 and Chandelier (cluster 274)
CS202210140_276,LLC_275,CCN202210140_CLUS,CS202210140_485,CCN202210140_SUPC,1,11,cluster,#13779C,2174,LAMP5-LHX6 and Chandelier (cluster 275)
CS202210140_277,CGE_276,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,0,cluster,#612B05,2080,CGE interneuron (cluster 276)
CS202210140_278,CGE_277,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,1,cluster,#970607,1650,CGE interneuron (cluster 277)
CS202210140_279,CGE_278,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,2,cluster,#AB1601,7177,CGE interneuron (cluster 278)
CS202210140_280,CGE_279,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,3,cluster,#744507,7444,CGE interneuron (cluster 279)
CS202210140_281,CGE_280,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,4,cluster,#D14C16,5106,CGE interneuron (cluster 280)
CS202210140_282,CGE_281,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,5,cluster,#504012,2234,CGE interneuron (cluster 281)
CS202210140_283,CGE_282,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,6,cluster,#706914,10065,CGE interneuron (cluster 282)
CS202210140_284,CGE_283,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,7,cluster,#8E2343,10636,CGE interneuron (cluster 283)
CS202210140_285,CGE_284,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,8,cluster,#C15303,9109,CGE interneuron (cluster 284)
CS202210140_286,CGE_285,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,9,cluster,#CC5416,4688,CGE interneuron (cluster 285)
CS202210140_287,CGE_286,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,10,cluster,#CE3B28,15597,CGE interneuron (cluster 286)
CS202210140_288,CGE_287,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,11,cluster,#99512B,18571,CGE interneuron (cluster 287)
CS202210140_289,CGE_288,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,12,cluster,#810B14,24831,CGE interneuron (cluster 288)
CS202210140_290,CGE_289,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,13,cluster,#B31A1D,14326,CGE interneuron (cluster 289)
CS202210140_291,CGE_290,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,14,cluster,#B23D46,20794,CGE interneuron (cluster 290)
CS202210140_292,CGE_291,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,15,cluster,#840423,12240,CGE interneuron (cluster 291)
CS202210140_293,CGE_292,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,16,cluster,#D44D1D,12439,CGE interneuron (cluster 292)
CS202210140_294,CGE_293,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,17,cluster,#983D4C,20104,CGE interneuron (cluster 293)
CS202210140_295,CGE_294,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,18,cluster,#940606,14134,CGE interneuron (cluster 294)
CS202210140_296,CGE_295,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,19,cluster,#C30415,4922,CGE interneuron (cluster 295)
CS202210140_297,CGE_296,CCN202210140_CLUS,CS202210140_486,CCN202210140_SUPC,1,20,cluster,#CC1E16,9524,CGE interneuron (cluster 296)
CS202210140_298,URL_297,CCN202210140_CLUS,CS202210140_487,CCN202210140_SUPC,1,0,cluster,#909FF6,34,Upper rhombic lip (cluster 297)
CS202210140_299,CBI_298,CCN202210140_CLUS,CS202210140_488,CCN202210140_SUPC,1,0,cluster,#3E234C,318,Cerebellar inhibitory (cluster 298)
CS202210140_300,CBI_299,CCN202210140_CLUS,CS202210140_488,CCN202210140_SUPC,1,1,cluster,#360677,560,Cerebellar inhibitory (cluster 299)
CS202210140_301,CBI_300,CCN202210140_CLUS,CS202210140_488,CCN202210140_SUPC,1,2,cluster,#55314F,1194,Cerebellar inhibitory (cluster 300)
CS202210140_302,CBI_301,CCN202210140_CLUS,CS202210140_488,CCN202210140_SUPC,1,3,cluster,#410130,136,Cerebellar inhibitory (cluster 301)
CS202210140_303,CBI_302,CCN202210140_CLUS,CS202210140_488,CCN202210140_SUPC,1,4,cluster,#3D2237,248,Cerebellar inhibitory (cluster 302)
CS202210140_304,CBI_303,CCN202210140_CLUS,CS202210140_488,CCN202210140_SUPC,1,5,cluster,#770E79,1439,Cerebellar inhibitory (cluster 303)
CS202210140_305,CBI_304,CCN202210140_CLUS,CS202210140_488,CCN202210140_SUPC,1,6,cluster,#64295C,719,Cerebellar inhibitory (cluster 304)
