labelset,cell_label,cell_set_accession,parent_cell_set_accession,Cluster ID,Supercluster,Class auto-annotation,Neurotransmitter auto-annotation,Neuropeptide auto-annotation,Subtype auto-annotation,Transferred MTG Label,Top three regions,Top three dissections,Top Enriched Genes,Number of cells,DoubletFinder score,Total UMI,Fraction unspliced,Fraction mitochondrial,H19.30.002,H19.30.001,H18.30.002,H18.30.001,Fraction cells from top donor,Number of donors
cluster,Oligo_49,CS202210140_50,CS202210140_469,49.0,Oligodendrocyte,OLIGO,,UBL proSAAS,,Oligo,"Pons: 30.3%, Midbrain: 20.2%, Medulla: 12.2%","Human PnRF: 10.0%, Human SN: 7.6%, Human CbDN: 7.3%","MBOAT1, AC110809.1, AC008945.2, S100A1, AC114485.1, AC007106.2, LINC01445, LINC01549, AC004690.2, S100B",84282.0,0.041704645,7580.089912,0.670347523,0.001647304,23784.0,19762.0,40386.0,350.0,0.479177048,4.0
cluster,Oligo_50,CS202210140_51,CS202210140_469,50.0,Oligodendrocyte,OLIGO,,,,Oligo,"Hypothalamus: 90.7%, Thalamus: 3.6%, Basal forebrain: 3.6%","Human MN: 90.7%, Human GPe: 3.6%, Human CM-Pf: 3.5%","PTCSC3, AC012494.2, AL591115.1, AC103831.1, AC093330.1, AL589787.1, AC061958.1, PDE4B-AS1, AC026746.1, AC108721.1",3044.0,0.038043685,13546.87155,0.824270298,0.000135339,138.0,2901.0,5.0,0.0,0.953022339,3.0
cluster,Bgl_51,CS202210140_52,CS202210140_493,51.0,Bergmann glia,ASTRO,,NUCB,,,"Cerebellum: 95.8%, Pons: 1.9%, Medulla: 1.9%","Human CBV: 82.3%, Human CBL: 13.3%, Human MoAN: 1.3%","LINC01727, PAX3, AL627316.1, LCAT, AL355306.2, LINC01726, SMTN, AC098656.1, LGR6, AL449403.3",8041.0,0.015745573,5965.431041,0.70944008,0.000835408,2628.0,4013.0,1400.0,0.0,0.49906728,3.0
cluster,Astro_52,CS202210140_53,CS202210140_470,52.0,Astrocyte,ASTRO,,AGT,,Astro,"Cerebral cortex: 90.3%, Hypothalamus: 3.9%, Hippocampus: 2.2%","Human MTG: 14.9%, Human STG: 7.9%, Human TH-TL: 6.2%","LINC01727, FGFR3, LINC00499, ZNF98, PRDM16-DT, F3, GJB6, PAPLN, GJA1, OAF",25484.0,0.009044534,6091.770013,0.664276544,0.00286302,6251.0,4306.0,14724.0,203.0,0.57777429,4.0
cluster,Astro_53,CS202210140_54,CS202210140_470,53.0,Astrocyte,ASTRO,,AGT NUCB,,Astro,"Hippocampus: 96.3%, Cerebral cortex: 1.5%, Basal forebrain: 1.3%","Human CA4C-DGC: 23.9%, Human DGR-CA4Rpy: 18.3%, Human CA1: 18.1%","LINC00499, GLI3, OAF, ETNPPL, PRDM16-DT, CD38, AC097518.2, FGFR3, OBI1-AS1, AL137139.2",4803.0,0.010257266,7602.593171,0.705370522,0.001924502,1866.0,421.0,2511.0,5.0,0.522798251,4.0
cluster,Astro_54,CS202210140_55,CS202210140_470,54.0,Astrocyte,ASTRO,,AGT NUCB,,Astro,"Cerebral cortex: 38.8%, Hippocampus: 33.1%, Amygdala: 22.1%","Human A35r: 18.3%, Human CA1: 15.4%, Human Sub: 12.0%","ETNPPL, LINC00499, GLI3, OBI1-AS1, FGFR3, PAPLN, AC097518.2, GJA1, AL160272.2, RANBP3L",24168.0,0.012058014,8157.08623,0.717095968,0.001502852,3037.0,2500.0,18529.0,102.0,0.766674942,4.0
cluster,Astro_55,CS202210140_56,CS202210140_470,55.0,Astrocyte,ASTRO,,AGT NUCB PENK UBL proSAAS,,Astro,"Basal forebrain: 82.4%, Thalamus: 7.0%, Hypothalamus: 5.0%","Human Pu: 19.1%, Human CaB: 17.0%, Human SI: 15.7%","ETNPPL, AC097518.2, PRDM16-DT, AL445259.1, CD38, OBI1-AS1, FGFR3, F3, APOC1, EFEMP1",3576.0,0.014767626,8860.58613,0.706483509,0.003367572,943.0,356.0,2274.0,3.0,0.63590604,4.0
cluster,Astro_56,CS202210140_57,CS202210140_470,56.0,Astrocyte,ASTRO,,AGT,,Astro,"Hypothalamus: 30.0%, Thalamus: 21.5%, Amygdala: 14.3%","Human HTHso: 21.4%, Human VLN: 10.7%, Human HTHtub: 7.1%","TNC, GFAP, OBI1-AS1, FGFR3, GJA1, AC012405.1, EFEMP1, AQP4, SLC14A1, ETNPPL",1672.0,0.031610725,4833.809809,0.699126017,0.009679083,251.0,214.0,1201.0,6.0,0.718301435,4.0
cluster,Astro_57,CS202210140_58,CS202210140_470,57.0,Astrocyte,ASTRO,,AGT,,Astro,"Hippocampus: 66.8%, Basal forebrain: 25.3%, Cerebral cortex: 4.0%","Human DGR-CA4Rpy: 26.6%, Human SEP: 21.1%, Human DGU-CA4Upy: 19.9%","CD38, OBI1-AS1, FGFR3, AL627316.1, AC012405.1, AL137139.2, TNC, LINC02649, GLI3, SLC14A1",6925.0,0.019571141,6732.129531,0.750016096,0.00288358,3166.0,565.0,3178.0,16.0,0.458916968,4.0
cluster,Astro_58,CS202210140_59,CS202210140_470,58.0,Astrocyte,ASTRO,,AGT UBL proSAAS,,Astro,"Cerebral cortex: 57.1%, Hippocampus: 37.8%, Amygdala: 3.0%","Human CA4C-DGC: 9.8%, Human TH-TL: 5.9%, Human DGR-CA4Rpy: 5.6%","ID3, AQP4, GFAP, FGFR3, MLC1, F3, AGT, MT1G, AL137139.2, EMX2",8021.0,0.014537598,6046.717866,0.651156757,0.00240451,1830.0,1577.0,4584.0,30.0,0.571499813,4.0
cluster,Astro_59,CS202210140_60,CS202210140_470,59.0,Astrocyte,ASTRO,,ADM AGT,,Astro,"Pons: 36.2%, Cerebellum: 36.1%, Medulla: 10.9%","Human CbDN: 36.1%, Human PnEN: 13.6%, Human PnRF: 13.0%","LGR6, SDC4, ITPRID1, FGFR3, SLC14A1, SLC7A10, AC090809.1, GJB6, GFAP, PYGM",4062.0,0.024835917,3590.67676,0.659929447,0.003187609,1484.0,902.0,1674.0,2.0,0.41211226,4.0
cluster,Astro_60,CS202210140_61,CS202210140_470,60.0,Astrocyte,ASTRO,,AGT proSAAS,,Astro,"Thalamus: 37.1%, Midbrain: 31.3%, Pons: 16.8%","Human SN-RN: 10.3%, Human SN: 9.3%, Human Pul: 8.4%","TNC, SLC14A1, GJA1, SDC4, OBI1-AS1, HPSE2, RASL12, AC012405.1, EFEMP1, EDNRB",25366.0,0.016459484,4076.21722,0.663688726,0.00199342,10056.0,5599.0,9708.0,3.0,0.396436174,4.0
cluster,Astro_61,CS202210140_62,CS202210140_470,61.0,Astrocyte,ASTRO,,AGT proSAAS,,Astro,"Hippocampus: 47.7%, Cerebral cortex: 21.1%, Basal forebrain: 19.2%","Human CA1: 14.3%, Human Cla: 8.9%, Human CA4C-DGC: 6.7%","AC012405.1, TNC, GFAP, ID3, AC073941.1, AL627316.1, AQP4, CD38, CD44, ANGPTL4",13621.0,0.015317376,5270.155128,0.662391262,0.002221025,2884.0,3003.0,7636.0,98.0,0.560604948,4.0
cluster,Astro_62,CS202210140_63,CS202210140_470,62.0,Astrocyte,ASTRO,,ADM AGT proSAAS,,Astro,"Basal forebrain: 40.2%, Cerebellum: 19.3%, Midbrain: 16.2%","Human GPi: 30.1%, Human CbDN: 18.1%, Human SN: 10.1%","TNC, ANGPTL4, AC012405.1, GFAP, CPAMD8, AC073941.1, SLC14A1, GJA1, AL627316.1, CD44",24821.0,0.034812902,3797.311873,0.648652321,0.001442769,10439.0,5949.0,8416.0,17.0,0.42057129,4.0
cluster,Astro_63,CS202210140_64,CS202210140_470,63.0,Astrocyte,ASTRO,,AGT proSAAS,,Astro,"Medulla: 38.6%, Spinal cord: 20.0%, Pons: 15.4%","Human SpC: 20.0%, Human MoAN: 19.7%, Human IO: 9.6%","LINC01094, CD44, GFAP, AC012405.1, APLNR, AL627316.1, ID3, AL096709.1, AC073941.1, AEBP1",11325.0,0.019045396,3729.929095,0.664885231,0.001805531,1731.0,4079.0,5513.0,2.0,0.486799117,4.0
cluster,Astro_64,CS202210140_65,CS202210140_470,64.0,Astrocyte,ASTRO,,ADM AGT NAMPT NUCB SPX,,Astro,"Hypothalamus: 93.0%, Amygdala: 1.6%, Thalamus: 1.6%","Human MN: 92.5%, Human CEN: 1.2%, Human CA3R: 0.6%","AC112253.1, AC098656.1, NAA11, LINC01094, CD44, AL627316.1, AC012405.1, AC073941.1, AC072022.1, AC093535.1",1181.0,0.020759226,12870.84674,0.790287209,0.000196461,98.0,1024.0,59.0,0.0,0.867061812,3.0
cluster,Epen_65,CS202210140_66,CS202210140_471,65.0,Ependymal,EPEN,,AGT NTS NUCB UBL proSAAS,,,"Midbrain: 28.4%, Hippocampus: 12.5%, Pons: 12.5%","Human PnEN: 10.2%, Human PAG-DR: 9.1%, Human PAG: 9.1%","DTHD1, ADGB, AC093689.1, CFAP157, AC013470.2, LMNTD1, RASSF9, TTC29, AL672167.1, MAP3K19",88.0,0.067970087,10655.55682,0.727639194,0.006119648,15.0,14.0,59.0,0.0,0.670454545,3.0
cluster,Epen_66,CS202210140_67,CS202210140_471,66.0,Ependymal,CHRP EPEN,,AGT NTS NUCB UBL proSAAS,,,"Medulla: 83.1%, Pons: 16.0%, Midbrain: 0.4%","Human MoAN: 42.7%, Human MoSR: 22.2%, Human MoRF-MoEN: 18.2%","DTHD1, ADGB, RASSF9, AC020718.1, CFAP157, AC013470.2, ODF3B, FAM183A, C11orf88, AC093689.1",445.0,0.034611016,4724.469663,0.613781853,0.016055909,114.0,207.0,124.0,0.0,0.465168539,3.0
cluster,Epen_67,CS202210140_68,CS202210140_471,67.0,Ependymal,CHRP EPEN,,AGT NAMPT NTS NUCB UBL proSAAS,,,"Medulla: 52.7%, Spinal cord: 22.3%, Pons: 17.8%","Human SpC: 22.3%, Human MoRF-MoEN: 21.5%, Human MoAN: 18.7%","DTHD1, ADGB, RASSF9, CFAP157, AC013470.2, AC093689.1, AL672167.1, TTC29, LRRC77P, ODF3B",651.0,0.033601669,5496.528418,0.693626879,0.021273365,121.0,117.0,413.0,0.0,0.634408602,3.0
cluster,Epen_68,CS202210140_69,CS202210140_471,68.0,Ependymal,CHRP EPEN,,AGT NTS NUCB UBL proSAAS,,,"Medulla: 29.8%, Pons: 23.1%, Thalamus: 13.7%","Human MoRF-MoEN: 17.9%, Human PnEN: 12.2%, Human SEP: 11.5%","FAM183A, C11orf88, RASSF9, DTHD1, ODF3B, FOXJ1, CFAP157, ADGB, AC013470.2, CAPSL",459.0,0.048341478,6679.618736,0.51598976,0.020997325,179.0,112.0,168.0,0.0,0.389978214,3.0
cluster,Epen_69,CS202210140_70,CS202210140_471,69.0,Ependymal,EPEN,,AGT NAMPT NTS NUCB UBL proSAAS,,,"Hippocampus: 69.2%, Basal forebrain: 11.2%, Amygdala: 7.6%","Human CA1: 17.4%, Human CA1U-CA2U-CA3U: 16.7%, Human CA4C-DGC: 11.0%","DTHD1, CFAP157, RASSF9, ADGB, FAM183A, C11orf88, AC013470.2, AC020718.1, FOXJ1, AC093689.1",724.0,0.022703475,7073.150552,0.580179333,0.020167044,190.0,211.0,323.0,0.0,0.446132597,3.0
cluster,Epen_70,CS202210140_71,CS202210140_471,70.0,Ependymal,EPEN,,AGT NTS NUCB proSAAS,,,"Thalamus: 41.0%, Amygdala: 21.3%, Midbrain: 17.1%","Human MD: 22.3%, Human BNST: 21.0%, Human MD-Re: 7.1%","DTHD1, ADGB, AC020718.1, AL672167.1, AC013470.2, CFAP157, AC093689.1, CROCC2, RASSF9, TTC29",310.0,0.036063777,6642.470968,0.716551553,0.018316332,115.0,39.0,156.0,0.0,0.503225806,3.0
cluster,Epen_71,CS202210140_72,CS202210140_471,71.0,Ependymal,EPEN,,AGT NAMPT NTS NUCB proSAAS,,,"Basal forebrain: 41.0%, Hypothalamus: 26.7%, Thalamus: 14.5%","Human CaB: 20.4%, Human SEP: 17.0%, Human BNST: 12.2%","DTHD1, ADGB, AC013470.2, AL672167.1, CFAP157, AC093689.1, CROCC2, TTC29, RASSF9, LMNTD1",476.0,0.029262218,8127.455882,0.728039003,0.00788007,80.0,99.0,297.0,0.0,0.62394958,3.0
cluster,Epen_72,CS202210140_73,CS202210140_471,72.0,Ependymal,EPEN,,AGT NUCB proSAAS,,,"Hippocampus: 53.2%, Amygdala: 20.2%, Basal forebrain: 7.9%","Human CA1: 38.5%, Human Sub: 11.1%, Human BNST: 7.2%","DTHD1, ADGB, AC020718.1, CFAP157, AL672167.1, AC093689.1, AC013470.2, LMNTD1, TTC29, CROCC2",1027.0,0.019879627,6355.942551,0.754888215,0.012718224,112.0,84.0,831.0,0.0,0.809152872,3.0
cluster,Epen_73,CS202210140_74,CS202210140_471,73.0,Ependymal,EPEN,,AGT NTS NUCB proSAAS,,,"Hippocampus: 85.9%, Amygdala: 8.2%, Basal forebrain: 1.9%","Human CA1: 69.3%, Human BL: 5.4%, Human DGU-CA4Upy: 3.0%","DTHD1, ADGB, AC020718.1, CFAP157, AL672167.1, RASSF9, AC093689.1, AC019330.1, AC013470.2, CROCC2",907.0,0.007868671,5698.481808,0.740719121,0.023189001,86.0,35.0,786.0,0.0,0.866593164,3.0
cluster,Epen_74,CS202210140_75,CS202210140_471,74.0,Ependymal,CHRP EPEN,,AGT NUCB proSAAS,,,"Basal forebrain: 68.3%, Thalamus: 13.3%, Medulla: 7.3%","Human SEP: 67.8%, Human DGR-CA4Rpy: 6.0%, Human MD: 4.3%","DTHD1, ADGB, AC020718.1, AL672167.1, AC013470.2, CFAP157, AC093689.1, CROCC2, TTC29, RASSF9",795.0,0.021755453,6456.792453,0.718707,0.017902184,121.0,111.0,563.0,0.0,0.708176101,3.0
cluster,COP_75,CS202210140_76,CS202210140_468,75.0,Committed oligodendrocyte precursor,CHRP EPEN NEUR,,CHGB IGF NAMPT NUCB NXPH SCG UBL proSAAS,,,"Medulla: 38.6%, Basal forebrain: 32.9%, Thalamus: 15.7%","Human SEP: 32.9%, Human MoSR: 21.4%, Human Pul: 12.9%","TTR, FOLR1, SOD3, IGFBP7, FBLN1, C1QTNF5, FBP2, ECRG4, CLIC6, SLC39A12",70.0,0.135026968,14971.87143,0.574148041,0.047887992,23.0,18.0,29.0,0.0,0.414285714,3.0
cluster,Chrp_76,CS202210140_77,CS202210140_472,76.0,Choroid plexus,CHRP EPEN OLIGO,,NAMPT NUCB UBL proSAAS,,,"Basal forebrain: 55.4%, Medulla: 31.7%, Thalamus: 8.9%","Human SEP: 55.4%, Human MoSR: 23.8%, Human Pul: 7.9%","TTR, AC004052.1, CLIC6, AC016152.1, LINC00880, TRPV4, LMX1A, NWD1, C1QTNF5, ABCA4",101.0,0.108481848,11855.28713,0.710036719,0.027496556,31.0,11.0,58.0,1.0,0.574257426,4.0
cluster,Chrp_77,CS202210140_78,CS202210140_472,77.0,Choroid plexus,CHRP,,NUCB UBL proSAAS,,,"Basal forebrain: 49.7%, Medulla: 46.2%, Hippocampus: 3.0%","Human SEP: 49.7%, Human MoAN: 33.9%, Human MoSR: 11.8%","TTR, CLIC6, TRPV4, AC016152.1, AC004052.1, LINC00880, ABCA4, SLC39A12, AC104809.2, C1QTNF5",1659.0,0.025331499,9414.277878,0.71133735,0.015456701,195.0,624.0,840.0,0.0,0.506329114,3.0
cluster,Chrp_78,CS202210140_79,CS202210140_472,78.0,Choroid plexus,CHRP,,NAMPT NUCB proSAAS,,,"Basal forebrain: 92.5%, Medulla: 6.3%, Thalamus: 0.6%","Human SEP: 92.5%, Human MoAN: 4.9%, Human MoSR: 1.2%","AC004052.1, TRPV4, AC016152.1, LINC00880, CLIC6, NWD1, AP003500.1, LMX1A, ABCA4, SLC39A12",2653.0,0.029710548,18753.83641,0.825741263,0.006956236,36.0,159.0,2458.0,0.0,0.926498304,3.0
cluster,Chrp_79,CS202210140_80,CS202210140_472,79.0,Choroid plexus,CHRP,,NAMPT NUCB proSAAS,,,"Basal forebrain: 94.0%, Medulla: 5.0%, Hippocampus: 0.5%","Human SEP: 94.0%, Human MoAN: 2.9%, Human MoSR: 1.6%","AC004052.1, TRPV4, AC016152.1, LINC00880, CLIC6, ABCA4, SLC5A5, NWD1, AP003500.1, LMX1A",383.0,0.033097258,18217.65796,0.816799846,0.009338223,6.0,17.0,360.0,0.0,0.939947781,3.0
cluster,Chrp_80,CS202210140_81,CS202210140_472,80.0,Choroid plexus,CHRP,,NAMPT NUCB proSAAS,,,"Basal forebrain: 94.8%, Medulla: 4.5%, Hippocampus: 0.4%","Human SEP: 94.8%, Human MoAN: 3.0%, Human MoSR: 0.9%","AC016152.1, TRPV4, AC004052.1, CLIC6, SLC5A5, ABCA4, LINC00880, NWD1, AP003500.1, LMX1A",1347.0,0.032904603,20212.92056,0.819190708,0.005732283,13.0,57.0,1277.0,0.0,0.948032665,3.0
cluster,Chrp_81,CS202210140_82,CS202210140_472,81.0,Choroid plexus,CHRP,,NUCB proSAAS,,,"Basal forebrain: 73.7%, Medulla: 25.6%, Pons: 0.6%","Human SEP: 73.7%, Human MoAN: 20.9%, Human MoSR: 3.9%","AC004052.1, TRPV4, AC016152.1, SLC5A5, CLIC6, ABCA4, LINC00880, NWD1, LMX1A, RBM47",1375.0,0.031980837,14308.84291,0.791962731,0.010971348,53.0,301.0,1021.0,0.0,0.742545455,3.0
cluster,Chrp_82,CS202210140_83,CS202210140_472,82.0,Choroid plexus,CHRP,,NAMPT NUCB proSAAS,,,"Basal forebrain: 76.6%, Medulla: 22.2%, Pons: 1.2%","Human SEP: 76.6%, Human MoAN: 11.7%, Human MoSR: 10.5%","TRPV4, CLIC6, AC012078.2, LINC00113, LMX1A, SLC28A3, SLC5A5, FBP2, LINC00880, RBM47",171.0,0.029312468,11030.4269,0.75767242,0.019371127,18.0,20.0,133.0,0.0,0.777777778,3.0
cluster,DLNP_83,CS202210140_84,CS202210140_473,83.0,Deep-layer near-projecting,NEUR,VGLUT1,CBLN CCK CHGA CHGB CRH IGF NAMPT NUCB NXPH UBL UCN VGF proSAAS,,,"Cerebral cortex: 92.0%, Basal forebrain: 3.2%, Hypothalamus: 1.9%","Human M1C: 22.3%, Human S1C: 5.3%, Human MTG: 4.6%","AC022535.1, AL359313.1, AC044893.1, ERG, AL353072.2, MYH4, AC005909.2, NPSR1-AS1, ABCC9, LPO",476.0,0.05682926,33104.16807,0.726103746,0.004979784,142.0,122.0,162.0,50.0,0.340336134,4.0
cluster,DLCT6b_84,CS202210140_85,CS202210140_474,84.0,Deep-layer corticothalamic and 6b,NEUR,VGLUT1 VGLUT2 VGLUT3,CCK CHGA CHGB GAL NAMPT NTS NUCB NXPH UBL UCN proSAAS,,,"Hippocampus: 98.5%, Amygdala: 0.8%, Cerebral cortex: 0.7%","Human CA1U-CA2U-CA3U: 20.1%, Human CA2U-CA3U: 19.3%, Human CA1-2R: 13.5%","PIWIL1, NPSR1-AS1, SLC9C1, IFNG-AS1, LINC02218, LINC01479, CPZ, ABCA12, LPO, C3orf52",4474.0,0.026543623,42891.81694,0.735439177,0.002633864,1701.0,1584.0,1163.0,26.0,0.380196692,4.0
cluster,DLNP_85,CS202210140_86,CS202210140_473,85.0,Deep-layer near-projecting,NEUR,VGLUT1 VGLUT2 VGLUT3,CBLN CCK CHGA CHGB GRP NAMPT NUCB NXPH SCG UBL UCN proSAAS,,,"Cerebral cortex: 47.1%, Basal forebrain: 37.0%, Hypothalamus: 10.9%","Human ACC: 32.3%, Human SEP: 25.9%, Human SI: 9.7%","AC005909.2, FER1L6-AS2, PRELP, AC093912.1, NPSR1-AS1, VWA2, LPIN3, ABCC9, CDCP1, MROH2A",514.0,0.062106748,28261.7607,0.738266543,0.007044694,218.0,144.0,137.0,15.0,0.424124514,4.0
cluster,DLNP_86,CS202210140_87,CS202210140_473,86.0,Deep-layer near-projecting,NEUR,VGLUT1 VGLUT2,CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,,L5/6 NP,"Cerebral cortex: 97.0%, Basal forebrain: 1.8%, Hippocampus: 1.1%","Human M1C: 30.8%, Human S1C: 8.6%, Human Ig: 6.4%","IFNG-AS1, NPSR1-AS1, IL26, ROBO3, AC087863.2, LINC02444, SLC9C1, LINC02218, NPSR1, LINC01479",1508.0,0.01884794,19307.66313,0.684538113,0.004244442,406.0,393.0,453.0,256.0,0.300397878,4.0
cluster,DLNP_87,CS202210140_88,CS202210140_473,87.0,Deep-layer near-projecting,NEUR,VGLUT1 VGLUT2,CCK CHGA CHGB GRP NAMPT NUCB NXPH UBL UCN VGF proSAAS,,L5/6 NP,"Cerebral cortex: 83.9%, Basal forebrain: 12.2%, Hypothalamus: 2.8%","Human ACC: 25.8%, Human A25: 14.5%, Human FI: 11.5%","IFNG-AS1, NPSR1-AS1, LINC02218, MROH2A, NPSR1, AC244502.1, SLC9C1, CDCP1, PIWIL1, ERG",1203.0,0.0244958,25492.15378,0.720039691,0.003940094,424.0,282.0,453.0,44.0,0.376558603,4.0
cluster,DLNP_88,CS202210140_89,CS202210140_473,88.0,Deep-layer near-projecting,NEUR,VGLUT1,CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,,L5/6 NP,"Cerebral cortex: 92.2%, Basal forebrain: 4.8%, Amygdala: 1.9%","Human MTG: 15.3%, Human Idg: 10.9%, Human FI: 7.9%","IFNG-AS1, LINC02218, NPSR1-AS1, NPSR1, CD200R1L, AC244502.1, AC005909.2, IL26, CD36, CDCP1",1548.0,0.022580338,23881.69638,0.713540097,0.003798891,486.0,444.0,529.0,89.0,0.341731266,4.0
cluster,DLNP_89,CS202210140_90,CS202210140_473,89.0,Deep-layer near-projecting,NEUR,VGLUT1 VGLUT2,CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,,L5/6 NP,"Cerebral cortex: 98.1%, Basal forebrain: 1.6%, Amygdala: 0.1%","Human M1C: 40.1%, Human FI: 8.0%, Human S1C: 7.7%","AC244502.1, NPSR1-AS1, IFNG-AS1, LINC02218, CD200R1L, CCDC80, LINC02042, CD36, AL161782.1, AC074139.1",1405.0,0.019471042,26813.44342,0.718378613,0.002705173,361.0,278.0,518.0,248.0,0.368683274,4.0
cluster,DLNP_90,CS202210140_91,CS202210140_473,90.0,Deep-layer near-projecting,NEUR,VGLUT1,CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,,L5/6 NP,"Cerebral cortex: 95.7%, Basal forebrain: 3.4%, Hypothalamus: 0.6%","Human M1C: 21.6%, Human FI: 10.5%, Human A25: 9.5%","IFNG-AS1, AC244502.1, NPSR1-AS1, CCDC80, CD200R1L, ERG, LINC02218, PDLIM1, BARX2, AC093912.1",1804.0,0.015473145,22328.06929,0.713689071,0.003258708,512.0,494.0,636.0,162.0,0.352549889,4.0
cluster,DLNP_91,CS202210140_92,CS202210140_473,91.0,Deep-layer near-projecting,NEUR,VGLUT1,CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,,L5/6 NP,"Cerebral cortex: 89.4%, Basal forebrain: 4.7%, Hippocampus: 3.3%","Human MTG: 16.0%, Human Idg: 7.9%, Human TF: 7.8%","CD200R1L, NPSR1-AS1, IFNG-AS1, LINC02042, CCDC80, ERG, BARX2, CD200R1L-AS1, TRIM22, PDLIM1",1523.0,0.021747917,22948.61523,0.720668009,0.004523012,422.0,488.0,530.0,83.0,0.347997374,4.0
cluster,DLNP_92,CS202210140_93,CS202210140_473,92.0,Deep-layer near-projecting,NEUR,VGLUT1,CCK CHGA CHGB GRP NAMPT NUCB NXPH UBL UCN VGF proSAAS,,L5/6 NP,"Cerebral cortex: 94.7%, Hippocampus: 2.5%, Basal forebrain: 2.2%","Human MTG: 12.1%, Human Ig: 8.6%, Human A1C: 6.9%","CD200R1L, ERG, IFNG-AS1, NPSR1-AS1, BARX2, LINC02042, AC009081.2, AC129807.1, CD200R1L-AS1, CCDC80",2119.0,0.022688027,22297.89712,0.717177897,0.004354605,587.0,718.0,724.0,90.0,0.341670599,4.0
cluster,DLNP_93,CS202210140_94,CS202210140_473,93.0,Deep-layer near-projecting,NEUR,VGLUT1,CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,,L5/6 NP,"Cerebral cortex: 97.2%, Basal forebrain: 1.1%, Hypothalamus: 0.7%","Human M1C: 28.5%, Human A23: 15.2%, Human A29-A30: 9.3%","IFNG-AS1, NPSR1-AS1, ERG, CD200R1L, LINC02218, BARX2, CCDC80, IL26, LINC02042, ROBO3",2217.0,0.016801677,16276.04465,0.688293201,0.007714443,611.0,655.0,682.0,269.0,0.307622914,4.0
cluster,DLNP_94,CS202210140_95,CS202210140_473,94.0,Deep-layer near-projecting,NEUR,VGLUT1,CCK CHGA CHGB NAMPT NUCB NXPH UBL UCN VGF proSAAS,,L5/6 NP,"Cerebral cortex: 94.1%, Hippocampus: 2.6%, Amygdala: 2.0%","Human MTG: 18.0%, Human TF: 6.6%, Human V2: 6.2%","IFNG-AS1, CD200R1L, LINC02218, NPSR1-AS1, LINC02042, CCDC80, IL26, BARX2, CD200R1L-AS1, ERG",2547.0,0.025201441,22041.81076,0.70489682,0.004503573,758.0,862.0,844.0,83.0,0.338437377,4.0
cluster,DLNP_95,CS202210140_96,CS202210140_473,95.0,Deep-layer near-projecting,NEUR,VGLUT1,CCK CHGA CHGB GRP NAMPT NUCB NXPH UBL UCN VGF proSAAS,,L5/6 NP,"Cerebral cortex: 89.0%, Basal forebrain: 7.0%, Hypothalamus: 3.3%","Human A25: 21.2%, Human ACC: 13.9%, Human AON: 12.5%","NPSR1-AS1, AC009081.2, ERG, CCDC80, HMGA2, MYOCD, PDLIM1, CD200R1L, FSHR, GNAT3",1307.0,0.026316845,30629.0635,0.736956179,0.003887312,413.0,248.0,606.0,40.0,0.46365723,4.0
cluster,DLNP_96,CS202210140_97,CS202210140_473,96.0,Deep-layer near-projecting,NEUR,VGLUT1 VGLUT2,CCK CHGA CHGB GRP NAMPT NUCB NXPH UBL UCN proSAAS,,L5/6 NP,"Cerebral cortex: 85.1%, Amygdala: 7.0%, Basal forebrain: 5.7%","Human A38: 17.5%, Human MTG: 9.1%, Human Idg: 8.3%","HMGA2, AC129807.1, MYOCD, NPSR1-AS1, CD200R1L, ERG, COL8A1, TRIM22, FER1L6-AS2, CCDC80",685.0,0.043474492,30852.62628,0.742676633,0.003642022,223.0,211.0,236.0,15.0,0.344525547,4.0
cluster,DLCT6b_97,CS202210140_98,CS202210140_474,97.0,Deep-layer corticothalamic and 6b,NEUR,VGLUT1,ADCYAP CCK CHGA CHGB GAL NAMPT NUCB NXPH PDYN SCG UBL VGF proSAAS,,,"Cerebral cortex: 54.4%, Hippocampus: 42.5%, Amygdala: 2.1%","Human MEC: 52.6%, Human CA1: 22.6%, Human CA1U-CA2U-CA3U: 13.9%","LINC01194, GUCA1C, AC046195.2, AC023503.1, LINC02067, SLC15A5, ERG, AC092131.1, SCUBE1, IGFBP3",287.0,0.049268293,30179.5122,0.720820702,0.007219904,180.0,26.0,80.0,1.0,0.6271777,4.0
cluster,DLCT6b_98,CS202210140_99,CS202210140_474,98.0,Deep-layer corticothalamic and 6b,NEUR,VGLUT1,CBLN CCK CHGA CHGB IGF NAMPT NPY NUCB NXPH SCG UBL UCN VGF proSAAS,,L6b,"Cerebral cortex: 75.6%, Basal forebrain: 10.3%, Amygdala: 7.8%","Human MTG: 8.1%, Human FI: 8.1%, Human M1C: 5.9%","ERG, CCN2, AC079949.3, SLC15A5, SCUBE1, AC002331.1, CDH24, DPP4, TNIP3, OLFML2B",4953.0,0.041612111,28058.69958,0.726186145,0.007155651,1567.0,2052.0,1148.0,186.0,0.414294367,4.0
